10	0.000000	0.000000
52641	0.007500	0.015500
105272	0.015667	0.031000
157903	0.023500	0.046750
210534	0.028200	0.062400
263165	0.033833	0.080667
315796	0.042429	0.095857
368427	0.050750	0.113125
421058	0.059000	0.128333
473689	0.068700	0.143600
526320	0.085800	0.176500
578951	0.101500	0.209300
631582	0.118600	0.242300
684213	0.139500	0.277300
736844	0.159800	0.310100
789475	0.181700	0.339700
842106	0.203500	0.371000
894737	0.227000	0.402300
947368	0.252000	0.435100
999999	0.275500	0.466400
